movie_id,title,genres,year,tconst,averageRating,numVotes,isAdult,runtimeMinutes,original_language,budget,overview,popularity,revenue,tagline,tmdb_vote_avg,tmdb_vote_count
2967,The Bad Seed,drama thriller,1956,tt0389089,7.0,101.0,0.0,105,en,0,A widower suspects that his seemingly perfect adolescent daughter is a heartless killer.,25,0,,7,210
2968,Time Bandits,adventure fantasy sci-fi,1981,tt0081633,6.9,62432.0,0.0,116,en,5000000,"Young history buff Kevin can scarcely believe it when six dwarfs emerge from his closet one night. Former employees of the Supreme Being, they've purloined a map charting all of the holes in the fabric of time and are using it to steal treasures from different historical eras. Taking Kevin with them, they variously drop in on Napoleon, Robin Hood and King Agamemnon before the Supreme Being catches up with them.",17,42365581,All the dreams you've ever had and not just the good ones.,6,741
2969,"Man and a Woman, A (Un Homme et une Femme)",drama romance,1966,,-1.0,-1.0,0.0,-1,,-1,,-1,-1,,-1,-1
2970,Fitzcarraldo,adventure drama,1982,tt0083946,8.0,34171.0,0.0,158,de,7362000,"Fitzcarraldo is a dreamer who plans to build an opera house in Iquitos, in the Peruvian Amazon, so, in order to finance his project, he embarks on an epic adventure to collect rubber, a very profitable product, in a remote and unexplored region of the rainforest.",15,0,,7,531
2971,All That Jazz,musical,1979,tt0078754,7.8,30835.0,0.0,123,en,12000000,"Joe Gideon is at the top of the heap, one of the most successful directors and choreographers in musical theater. But he can feel his world slowly collapsing around him - his obsession with work has almost destroyed his personal life, and only his bottles of pills keep him going.",13,37823676,All that work. All that glitter. All that pain. All that love. All that crazy rhythm. All that jazz.,7,334
2972,Red Sorghum (Hong Gao Liang),drama war,1987,,-1.0,-1.0,0.0,-1,,-1,,-1,-1,,-1,-1
2973,Crimes and Misdemeanors,comedy,1989,tt0097123,7.9,57312.0,0.0,104,en,19000000,"An ophthalmologist's mistress threatens to reveal their affair to his wife, while a married documentary filmmaker is infatuated by another woman.",12,18254702,A film about humanity.,7,677
2974,Bats,horror thriller,1999,tt0200469,3.9,10425.0,0.0,91,en,0,Genetically mutated bats escape and it's up to a bat expert and the local sheriff to stop them.,9,10155690,They will suck you dry,4,133
2975,The Best Man,drama,1999,tt1735474,-1.0,-1.0,0.0,85,en,9000000,"After writing a soon-to-be bestselling novel, writer and committed bachelor Harper Stewart (Taye Diggs) attempts to hide the fact that his saucy new book is loosely based on the lives and loves of his tight-knit group of friends. Harper is set to be best man at his friend Lance's (Morris Chestnut) wedding, and all his friends will be in attendance. When an advance copy of the book makes its way into the hands of his ex-flame, Jordan Armstrong (Nia Long), Harper attempts to keep it under wraps.",10,34573780,,6,103
2976,Bringing Out the Dead,drama horror,1999,tt0163988,6.8,67828.0,0.0,121,en,32000000,"Once called Father Frank for his efforts to rescue lives, Frank sees the ghosts of those he failed to save around every turn. He has tried everything he can to get fired, calling in sick, delaying taking calls where he might have to face one more victim he couldn't help, yet cannot quit the job on his own.",21,16800000,Saving someone's life is like falling in love.,6,748
2977,Crazy in Alabama,comedy drama,1999,tt0142201,6.2,6975.0,0.0,111,en,0,An abused wife heads to California to become a movie star while her nephew back in Alabama has to deal with a racially-motivated murder involving a corrupt sheriff.,7,0,,6,71
2978,Three to Tango,comedy romance,1999,tt0144640,6.1,19067.0,0.0,98,en,20000000,Oscar and Peter land a career-making opportunity when a Chicago tycoon chooses them to compete for the design of a cultural center. The tycoon mistakenly believes that Oscar is gay and has him spy on his mistress Amy. Oscar goes along with it and ends up falling in love with Amy.,10,0,All's fair in the war of love.,5,195
2979,Body Shots,drama,1999,tt0172627,4.9,5438.0,0.0,106,en,0,"The Los Angeles club scene is a place of booze-fueled decadence and debauchery. In a night full of possibilities, eight 20-somethings take to the clubs seeking good times, companionship and maybe a little sex. But in the harsh light of the morning after, their worlds are thrown into a spin of confusion when hungover Sara accuses hard-partying Mike of date rape. Loyalties are tested as each among them is forced to take sides.",7,239894,Tonight it's for sex. Tomorrow it's for real.,5,56
2980,Men Cry Bullets,drama,1997,tt0148462,4.9,125.0,0.0,105,en,0,"A young man wants to be a female impersonator, but gets mocked in his very first performance by a fierce older woman. He finds out where she lives and goes to her house expecting an apology. Instead, she locks him in her shed and rapes him. It makes him fall for her. But soon her even darker side reveals itself when she believes he is attracted to her more beautiful visiting cousin.",2,2303,No One Is Too Pretty to Die!,7,1
2981,"Brother, Can You Spare a Dime?",documentary,1975,,-1.0,-1.0,0.0,-1,en,0,"Period music, film clips and newsreel footage combined into a visual exploration of the American entertainment industry during the Great Depression.",2,0,"The lean, mean 30's, when America laughed… to keep from crying!",5,6
2982,The Guardian,horror thriller,1990,tt7655190,-1.0,-1.0,0.0,-1,en,10000000,"A high school swim champion with a troubled past enrolls in the U.S. Coast Guard's 'A' School, where legendary rescue swimmer, Ben Randall teaches him some hard lessons about loss, love, and self-sacrifice.",27,0,How Do You Decide Who Lives Or Who Dies?,7,1172
2983,The Ipcress File,thriller,1965,tt0059319,7.2,15485.0,0.0,109,en,0,"Sly and dry intelligence agent Harry Palmer is tasked with investigating British Intelligence security, and is soon enmeshed in a world of double-dealing, kidnap and murder when he finds a traitor operating at the heart of the secret service.",15,0,The spy story of the century.,6,211
2984,On Any Sunday,documentary,1971,tt0067527,7.7,1356.0,0.0,96,en,0,"Documentary on motorcycle racing featuring stars of the sport, including film star Steve McQueen, a racer in his own right.",3,0,Take a trip at 265 mph,6,16
2985,Robocop,action crime sci-fi,1987,,-1.0,-1.0,0.0,-1,en,13000000,"In a violent, near-apocalyptic Detroit, evil corporation Omni Consumer Products wins a contract from the city government to privatize the police force. To test their crime-eradicating cyborgs, the company leads street cop Alex Murphy into an armed confrontation with crime lord Boddicker so they can use his body to support their untested RoboCop prototype. But when RoboCop learns of the company's nefarious plans, he turns on his masters.",43,53424681,Part man. Part machine. All cop. The future of law enforcement.,7,3875
2986,Robocop 2,action crime sci-fi,1990,,-1.0,-1.0,0.0,-1,en,35000000,"After a successful deployment of the Robocop Law Enforcement unit, OCP sees its goal of urban pacification come closer and closer, but as this develops, a new narcotic known as ""Nuke"" invades the streets led by God-delirious leader Cane. As this menace grows, it may prove to be too much for Murphy to handle. OCP tries to replicate the success of the first unit, but ends up with failed prototypes with suicidal issues... until Dr. Faxx, a scientist straying away from OCP's path, uses Cane as the new subject for the Robocop 2 project, a living God.",32,45681173,He's back to protect the innocent.,5,1380
2987,Who Framed Roger Rabbit?,adventure animation film-noir,1988,,-1.0,-1.0,0.0,-1,en,70000000,"'Toon star Roger is worried that his wife Jessica is playing pattycake with someone else, so the studio hires detective Eddie Valiant to snoop on her. But the stakes are quickly raised when Marvin Acme is found dead and Roger is the prime suspect.",39,329803958,"It's the story of a man, a woman, and a rabbit in a triangle of trouble.",7,4570
2988,Melvin and Howard,drama,1980,tt0081150,6.8,4818.0,0.0,95,en,0,"The story of hard-luck Melvin Dummar, who claimed to have received a will naming him an heir to the fortune of Howard Hughes.",8,0,"Poor Melvin. All he wanted was to be Milkman of the Month. Instead, he lost his job, his truck, and his wife. Then Howard Hughes left him $156,000,000.",6,45
2989,For Your Eyes Only,action,1981,tt6167546,-1.0,-1.0,0.0,-1,en,28000000,A British spy ship has sunk and on board was a hi-tech encryption device. James Bond is sent to find the device that holds British launching instructions before the enemy Soviets get to it first.,36,195312802,"No one comes close to James Bond, 007.",6,1370
2990,Licence to Kill,action,1989,tt0097742,6.7,102261.0,0.0,133,en,32000000,"After capturing the notorious drug lord Franz Sanchez, Bond's close friend and former CIA agent Felix Leiter is left for dead and his wife is murdered. Bond goes rogue and seeks vengeance on those responsible, as he infiltrates Sanchez's organization from the inside.",32,156167015,James Bond is out on his own and out for revenge.,6,1442
2991,Live and Let Die,action,1973,tt0070328,6.7,104932.0,0.0,121,en,7000000,James Bond must investigate a mysterious murder case of a British agent in New Orleans. Soon he finds himself up against a gangster boss named Mr. Big.,27,161777836,Roger Moore as James Bond.,6,1505
2992,Rawhead Rex,horror thriller,1986,tt0091829,5.2,5593.0,0.0,89,en,0,"Ireland will never be the same after Rawhead Rex, a particularly nasty demon, is released from his underground prison by an unwitting farmer. The film follows Rex's cross country rampage, while a man struggles to stop it.",8,0,"He's pure evil, pure power, pure terror",5,80
2993,Thunderball,action,1965,tt0059800,6.9,115192.0,0.0,130,en,5500000,A criminal organization has obtained two nuclear bombs and are asking for a 100 million pound ransom in the form of diamonds in seven days or they will use the weapons. The secret service sends James Bond to the Bahamas to once again save the world.,34,141195658,Look up!  Look down!  Look out!,6,1676
2994,The City,drama,1998,tt3864468,-1.0,-1.0,0.0,-1,en,65000000,A New York writer on sex and love is finally getting married to her Mr. Big. But her three best girlfriends must console her after one of them inadvertently leads Mr. Big to jilt her.,148,415252786,Get Carried away.,6,1766
2995,The House on Haunted Hill,horror,1999,,-1.0,-1.0,0.0,-1,,-1,,-1,-1,,-1,-1
2996,Music of the Heart,drama,1999,tt0166943,6.8,12559.0,0.0,124,en,27000000,Story of a schoolteacher's struggle to teach violin to inner-city Harlem kids.,9,14859394,She gave them a gift they could never imagine. They gave the system a fight it would never forget.,6,164
2997,Being John Malkovich,comedy,1999,tt0120601,7.8,328161.0,0.0,113,en,13000000,"One day at work, unsuccessful puppeteer Craig finds a portal into the head of actor John Malkovich. The portal soon becomes a passion for anybody who enters its mad and controlling world of overtaking another human body.",20,22863596,Ever wanted to be someone else? Now you can.,7,3383
2998,Dreaming of Joseph Lees,romance,1998,tt0144178,6.3,854.0,0.0,92,en,2000000,"Set in rural England in the 1950s Eva (Samantha Morton) fantasises about her handsome, worldly cousin Joseph Lees (Rupert Graves), with whom she fell in love as a girl. However, stuck in a closed community she becomes the object of someone else's fantasy, Harry (Lee Ross). When Harry learns that Eva is planning to leave the village in order to live with and look after the injured Lees, he devises a gruesome scheme in order to force her to stay and look after him.",2,7,,5,4
2999,Man of the Century,comedy,1999,tt0138537,7.0,1248.0,0.0,77,en,0,"Fantasy-comedy about a young man who lives as if it is 1928 or so, and his encounters with modern-day women and modern-day criminals.",0,33031,He's Yesterday's Answer To Today's World.,7,4
3000,"Princess Mononoke, The (Mononoke Hime)",action adventure animation,1997,,-1.0,-1.0,0.0,-1,,-1,,-1,-1,,-1,-1
3001,The Suburbans,drama,1999,tt0157075,4.2,2378.0,0.0,81,en,0,"An 80s one-hit wonder band named The Suburbans reform for a special performance at one of the ex-member's wedding. At the wedding, a young record company talent scout happens to be in the audience and decides to give the now 40-ish performers a comeback push. The film attempts to take a satirical look at the music business of the 90s and compare it to the simpler 80s scene.",5,0,Never before has a girl done so much with so little.,3,23
3002,My Best Fiend (Mein liebster Feind),documentary,1999,,-1.0,-1.0,0.0,-1,,-1,,-1,-1,,-1,-1
3003,Train of Life (Train De Vie),comedy drama,1998,,-1.0,-1.0,0.0,-1,,-1,,-1,-1,,-1,-1
3004,The Bachelor,comedy romance,1999,tt5202818,-1.0,-1.0,0.0,-1,en,51000000,"Jimmie is seeing his single friends get married one by one. He isn't too worried until his girlfriend Anne catches the bouquet at his friend Marco's wedding. Suddenly, his wild mustang days are numbered. He finally decides to propose to her, but he sticks his foot in his mouth and botches the proposal. Being insulted by the defeatist proposal, Anne leaves town on an assignment. After she's gone, he finds out that his recently-deceased grandfather's will stipulates that he gets nothing of a multi-million dollar fortune unless he's married by 6:05pm on his 30th birthday: tomorrow! Not being able to find Anne, Jimmie begins backtracking through his past girlfriends to find a wife.",12,36911617,One thousand brides. One hundred million dollars. Jimmie Shannon is about to discover the true value of love.,5,252
3005,The Bone Collector,thriller,1999,tt0145681,6.7,165579.0,0.0,118,en,73000000,"Rookie cop, Amelia Donaghy reluctantly teams with Lincoln Rhyme – formerly the department's top homicide detective but now paralyzed as a result of a spinal injury – to catch a grisly serial killer dubbed 'The Bone Collector'. The murderer's special signature is to leave tantalizing clues based on the grim remains of his crimes.",35,151493655,Two cops on the trail of a serial killer. They must see as one... They must act as one... They must think as one... Before another victim falls.,6,2715
3006,The Insider,drama,1999,tt5801906,-1.0,-1.0,0.0,-1,en,90000000,"Tells the true story of a 60 Minutes television series exposé of the tobacco industry, as seen through the eyes of a real tobacco executive, Jeffrey Wigand.",19,60289912,Two men driven to tell the truth … whatever the cost.,7,1390
3007,American Movie,documentary,1999,tt0181288,7.8,17735.0,0.0,107,en,0,"American Movie is the story of filmmaker Mark Borchardt, his mission, and his dream. Spanning over two years of intense struggle with his film, his family, financial decline, and spiritual crisis, American Movie is a portrayal of ambition, obsession, excess, and one man's quest for the American Dream.",6,0,,7,182
3008,Last Night,thriller,1998,tt6522400,-1.0,-1.0,0.0,-1,en,43000000,"A young girl, passionate about fashion design, is mysteriously able to enter the 1960s where she encounters her idol, a dazzling wannabe singer. But 1960s London is not what it seems, and time seems to be falling apart with shady consequences.",208,19000000,"When the past lets you in, the truth will come out.",7,1381
3009,Portraits Chinois,drama,1996,,-1.0,-1.0,0.0,-1,fr,0,"Ada and Lise are both costume designers, the first is around 20, the other around 30. Both are working hard on their break through. There are also jobs for the movies. This is where Lise meets producer Alphonse, who is nearly 20 years older than she. Because he is unhappy with his girlfriend a secret relationship evolves. Ada has problems as well, but she's not the only one. There are also the young Emma and Nina, as well as Yves and Guido - enough people to get into complicated relationship entanglements.",1,0,,7,7
3010,Rosetta,drama,1999,tt0200071,7.5,13834.0,0.0,95,fr,0,"Young, impulsive Rosetta lives a hard and stressful life as she struggles to support herself and her alcoholic mother. Refusing all charity, she is desperate to maintain a dignified job.",10,266665,,7,196
3011,"They Shoot Horses, Don't They?",drama,1969,tt0065088,7.8,18865.0,0.0,129,en,0,"In the midst of the Great Depression, manipulative emcee Rocky enlists contestants for a dance marathon offering a $1,500 cash prize. Among them are a failed actress, a middle-aged sailor, a delusional blonde and a pregnant girl.",15,0,People are the ultimate spectacle.,7,215
3012,Battling Butler,comedy,1926,tt0016630,7.0,3344.0,0.0,77,en,0,"Meek millionaire Alfred Butler goes on a camping excursion with his faithful servant. Once in the wilderness, Alfred ignores outdoor activities in favor of trying to woo a charming mountain girl, who wants nothing to do with her spoiled suitor. Trying to impress the girl, Alfred masquerades as boxing star ""Battling"" Butler.",6,0,Gloves seemed to hit him from all sides!,6,56
3013,Bride of Re-Animator,comedy horror,1990,tt0099180,6.2,15591.0,0.0,96,en,2000000,"Herbert West once again revives the dead. This time, he brings Dan's ex-girlfriend's heart back inside a 'perfect' body. Dr. Hill returns as the evil nemesis who lost his head.",11,0,Date. Mate. Re-animate.,6,277
3014,Bustin' Loose,comedy,1981,tt0082121,6.0,3290.0,0.0,94,en,11000000,"After ex-con Joe Braxton violates his probation he is given a second chance, all he has to do is drive a group of special kids across the country.",3,31300000,"He's mad, he's bad, and he's Bustin' Loose!",5,35
3015,Coma,thriller,1978,tt4522456,-1.0,-1.0,0.0,-1,en,0,A young female doctor discovers something sinister going on in her hospital. Relatively healthy patients are having 'complications' during simple operations and ending up in comas. The patients are then shipped off to an institute that looks after them. The young doctor suspects there is more to this than meets the eye.,11,0,Imagine your life hangs by a thread. Imagine your body hangs by a wire. Imagine you're not imagining.,6,277
3016,Creepshow,horror,1982,tt0485887,-1.0,-1.0,0.0,130,en,8000000,"Inspired by the E.C. comics of the 1950s, George A. Romero and Stephen King bring five tales of terror to the screen.",30,21028755,The Most Fun You'll Ever Have... BEING SCARED!,6,728
3017,Creepshow 2,horror,1987,tt0092796,6.0,24889.0,0.0,92,en,3500000,"EC Comics-inspired weirdness returns with three tales. In the first, a wooden statue of a Native American comes to life...to exact vengeance on the murderer of his elderly owners. In the second, four teens are stranded on a raft on a lake with a blob that is hungry. And in the third, a hit and run woman is terrorized by the hitchhiker she accidentally killed...or did she really kill him?",21,14000000,"When the curtain goes up, the terror begins.",6,394
3018,Re-Animator,horror,1985,tt0089885,7.2,62247.0,0.0,84,en,900000,A dedicated student at a medical college and his girlfriend become involved in bizarre experiments centering around the re-animation of dead tissue when an odd new student arrives on campus.,16,2023414,Herbert West has a good head on his shoulders... and another on his desk.,7,954
3019,Drugstore Cowboy,crime drama,1989,tt0097240,7.3,36476.0,0.0,101,en,2500000,"Portland, Oregon, 1971. Bob Hughes is the charismatic leader of a peculiar quartet, formed by his wife, Dianne, and another couple, Rick and Nadine, who skillfully steal from drugstores and hospital medicine cabinets in order to appease their insatiable need for drugs. But neither fun nor luck last forever.",11,4729352,,7,378
3020,Falling Down,action drama,1993,tt0106856,7.6,184508.0,0.0,113,en,25000000,"On the day of his daughter's birthday, William ""D-Fens"" Foster is trying to get to the home of his estranged ex-wife to see his daughter. His car breaks down, so he leaves his car in a traffic jam in Los Angeles and decides to walk. He goes to a convenience store and tries to get some change for a phone call, but the Korean owner does not oblige, tipping Foster over the edge. The unstable Foster, so frustrated with the various flaws he sees in society, begins to psychotically and violently lash out against them.",23,40903593,A Tale Of Urban Reality.,7,2825
3021,The Funhouse,horror,1981,tt1724977,-1.0,-1.0,0.0,-1,en,0,"Rebellious teen Amy defies her parents by going to a trashy carnival that has pulled into town. In tow are her boyfriend, Buzz, and their friends Liz  and Richie. Thinking it would be fun to spend the night in the campy ""Funhouse"" horror ride, the teens witness a murder by a deformed worker wearing a mask. Locked in, Amy and her friends must evade the murderous carnival workers and escape before it leaves town the next day.",10,7886857,Pay to get in. PRAY to get out.,5,254
3022,The General,comedy,1927,tt2369393,-1.0,-1.0,0.0,-1,en,750000,"During America’s Civil War, Union spies steal engineer Johnnie Gray's beloved locomotive, 'The General'—with Johnnie's lady love aboard an attached boxcar—and he single-handedly must do all in his power to both get The General back and to rescue Annabelle.",14,1000000,"Buster drives ""The General"" to trainload of laughter.",8,848
3023,My Best Girl,comedy romance,1927,tt0248211,-1.0,-1.0,0.0,-1,en,20000000,"When Dustin's girlfriend, Alexis, breaks up with him, he employs his best buddy, Tank, to take her out on the worst rebound date imaginable in the hopes that it will send her running back into his arms. But when Tank begins to really fall for Alexis, he finds himself in an impossible position.",52,41624687,It's funny what love can make you do...,5,589
3024,Piranha,horror sci-fi,1978,tt0078087,5.9,21239.0,0.0,94,en,660000,"When flesh-eating piranhas are accidently released into a summer resort's rivers, the guests become their next meal.",48,16000000,A hideous death lurked unseen in the river...,5,455
3025,Rough Night in Jericho,western,1967,tt0062218,6.4,1302.0,0.0,104,en,0,"The only business in the Wild West town of Jericho that corrupt sheriff Alex Flood doesn't control behind the scenes is the stagecoach owned by tough-willed widow Molly Lang and her right-hand man, Hickman. Former marshal Dolan, recently hired by Lang and Hickman as a driver, wants to stay out of the mess, but when he sees Flood's henchman Yarbrough assault Lang, he steps up to fight the corruption.",5,0,A former deputy and a strong-willed widow determine to stop a ruthless town boss.,6,18
3026,Slaughterhouse,horror,1987,tt0319831,6.8,31.0,0.0,102,en,0,An illustrious British boarding school becomes a bloody battleground when a mysterious sinkhole appears at a nearby fracking site unleashing unspeakable horror.,13,0,Bloodius. Hellius. Maximus.,5,316
3027,Slaughterhouse 2,horror,1988,,-1.0,-1.0,0.0,-1,en,0,An illustrious British boarding school becomes a bloody battleground when a mysterious sinkhole appears at a nearby fracking site unleashing unspeakable horror.,13,0,Bloodius. Hellius. Maximus.,5,316
3028,The Taming of the Shrew,comedy,1967,tt3357790,-1.0,-1.0,0.0,-1,en,4000000,"Italy, 16th century. Petruchio, a choleric, lying and poor rural landowner from Verona, arrives in Padua in search of fortune and a wife, while Baptista, a wealthy merchant, announces that he will not allow Bianca, his youngest daughter, to marry until the temperamental and unruly Katherina, his eldest daughter, does.",11,0,The motion picture they were made for!,7,129
3029,Nighthawks,action drama,1981,tt9035958,-1.0,-1.0,0.0,-1,en,5000000,An international terrorist has New York in a grip of panic and it's up to Det. Sgt. Deke DaSilva to take him down.,14,19905359,A terrorist holds New York in a grip of fear - and only Stallone can take him on.,6,293
3030,Yojimbo,comedy drama western,1961,tt0055630,8.2,119903.0,0.0,110,ja,0,"A nameless ronin, or samurai with no master, enters a small village in feudal Japan where two rival businessmen are struggling for control of the local gambling trade. Taking the name Sanjuro Kuwabatake, the ronin convinces both silk merchant Tazaemon and sake merchant Tokuemon to hire him as a personal bodyguard, then artfully sets in motion a full-scale gang war between the two ambitious and unscrupulous men.",21,0,Seven Samurai if it Was Just One Samurai!,8,1009
3031,Repossessed,comedy,1990,tt0100475,4.8,8690.0,0.0,80,en,0,"It's been some time since Father Jebedaiah Mayii exorcised the Devil from little Nancy Aglet, who is now grown up with a husband and two children of her own. But the prince of darkness wants to go a second round and has returned to repossess her! With Father Mayii unwilling to help, Father Luke Brophy tries his best to help Nancy, even when TV's Ernest Weller plans to air the exorcism live on TV.",14,1382462,The Devil's back. But he's never dealt with an exorcist like this!,5,204
3032,The Omega Man,sci-fi,1971,tt0067525,6.4,31004.0,0.0,98,en,0,"Due to an experimental vaccine, Dr. Robert Neville is the only human survivor of an apocalyptic war waged with biological weapons. Besides him, only a few hundred deformed, nocturnal people remain - sensitive to light, and homicidally psychotic.",15,8720000,The last man alive... is not alone!,6,399
3033,Spaceballs,comedy sci-fi,1987,tt0094012,7.1,185108.0,0.0,96,en,22700000,"When the nefarious Dark Helmet hatches a plan to snatch Princess Vespa and steal her planet's air, space-bum-for-hire Lone Starr and his clueless sidekick fly to the rescue. Along the way, they meet Yogurt, who puts Lone Starr wise to the power of ""The Schwartz."" Can he master it in time to save the day?",33,38119483,May the schwartz be with you.,6,2316
3034,Robin Hood,animation children's,1973,tt4624762,-1.0,-1.0,0.0,-1,en,200000000,"When soldier Robin happens upon the dying Robert of Loxley, he promises to return the man's sword to his family in Nottingham. There, he assumes Robert's identity; romances his widow, Marion; and draws the ire of the town's sheriff and King John's henchman, Godfrey.",76,321669741,"Rise and rise again, until lambs become lions.",6,3786
3035,Mister Roberts,comedy drama war,1955,tt0048380,7.7,16526.0,0.0,123,en,0,Mr. Roberts is as an officer who's yearning for battle but is stuck in the backwaters of World War II on a non-commissioned Navy ship run by the bullying Captain Morton.,9,0,All The Uproarious Fun Of the Smash Broadway Play!,7,109
3036,Quest for Fire,adventure,1981,tt0082484,7.3,21985.0,0.0,100,en,0,"Orson Welles explains the creation process of a unique motion picture, a first of its kind, with contributions from the diverse range of worldwide talents who made it possible.",1,0,,0,0
3037,Little Big Man,comedy drama western,1970,tt1699526,-1.0,-1.0,0.0,-1,en,15000000,"Jack Crabb, looking back from extreme old age, tells of his life being raised by Indians and fighting with General Custer.",14,31559552,Either the most neglected hero in history or a liar of insane proportion!,7,435
3038,"Face in the Crowd, A",drama,1957,,-1.0,-1.0,0.0,-1,,-1,,-1,-1,,-1,-1
3039,Trading Places,comedy,1983,tt10101494,-1.0,-1.0,0.0,-1,en,15000000,A snobbish investor and a wily street con-artist find their positions reversed as part of a bet by two callous millionaires.,36,90404800,They're not just getting rich... They're getting even.,7,2527
3040,Meatballs,comedy,1979,tt0079540,6.2,21330.0,0.0,94,en,1207520,"Tripper is the head counselor at a budget summer camp called Camp Northstar. In truth, he's young at heart and only marginally more mature than the campers themselves. Tripper befriends Rudy, a loner camper who has trouble fitting in. As Tripper inspires his young charges to defeat rival Camp Mohawk in the annual Olympiad competition, Rudy plays matchmaker between Tripper and Roxanne, a female counselor at Northstar.",12,0,"When this lot go back to nature, nature runs for it's life.",5,214
3041,Meatballs Part II,comedy,1984,tt0087700,3.6,2486.0,0.0,87,en,0,"The second in-name-only sequel to the first Meatballs summer camp movie sets us at Camp Sasquash where the owner Giddy tries to keep his camp open after it's threatened with foreclosure after Hershey, the militant owner of Camp Patton located just across the lake, wants to buy the entire lake area to expand Camp Patton. Giddy suggests settling the issue with the traditional end-of-the-summer boxing match over rights to the lake. Meanwhile, a tough, inner city punk, nicknamed Flash, is at Camp Sasquash for community service as a counselor-in-training where he sets his sights on the naive and intellectual Cheryl, while Flash's young charges befriend an alien, whom they name Meathead, also staying at the camp for the summer.",5,0,The insanity continues...,3,36
3042,Meatballs III,comedy,1987,,-1.0,-1.0,0.0,-1,en,0,The ghost of a dead porn star comes to Earth to help a nerd with his sex life.,9,0,Rudy struck out two summers in a row... this will be his year to score!,4,26
3043,Meatballs 4,comedy,1992,tt0104837,3.4,2358.0,0.0,84,en,0,"Ricky is the hottest water-ski instructor around and has just been rehired by his former employer/camp to whip up attendance. Unfortunately, the camp is in serious financial trouble. The owner of a rival, more popular camp wants to buy them out. Therefore they will have to engage in a mean, winner-takes-all competition that will settle the score once and for all.",5,0,To The Rescue...,4,17
3044,Dead Again,mystery romance thriller,1991,tt0101669,6.8,27745.0,0.0,107,en,0,"The devil’s outlaw and reluctant servant, Guerrero returns from the dead again in this action-packed western which promises to be one hell of a ride. Guerrero is forced to protect a stolen relic from getting into the hands of Jackson Boomer and his gang of soldiers, but Jackson will stop at nothing to raise his comrades from the dead and bring the wrath of hell upon earth. Guerrero must use all his dark powers in order to defeat Jackson and find redemption…or die again trying.",27,0,,5,61
3045,Peter's Friends,comedy drama,1992,tt0105130,7.0,11233.0,0.0,101,en,0,"After inheriting a large country estate from his late father, Peter invites his friends from college: married couple Roger and Mary, the lonely Maggie, fashionable Sarah, and writer Andrew, who brings his American TV star wife, Carol. Sarah's new boyfriend, Brian, also attends. It has been 10 years since college, and they find their lives are very different.",9,0,"Love, friendship, and other natural disasters...",6,133
3046,The Incredibly True Adventure of Two Girls in Love,comedy romance,1995,tt0113416,6.6,4685.0,0.0,94,en,0,An adventurous love story between two young women of different social and economic backgrounds who find themselves going through all the typical struggles of a new romance.,9,0,There's a first time for everything.,5,55
3047,Experience Preferred... But Not Essential,drama,1982,tt0083911,7.1,256.0,0.0,80,en,0,"A shy, introverted young girl takes a summer job at a seaside resort in Wales, where she finds the staff, the owners and patrons unlike anyone she has ever met before.",1,822,,7,3
3048,Under the Rainbow,comedy,1981,tt2582268,-1.0,-1.0,0.0,55,en,0,"Lucy wasn't sure if she would find true love, until Jack moves to town with his daughter Sophie. Together they teach her it's never too late to start chasing rainbows!",6,0,,6,22
3049,How I Won the War,comedy war,1967,tt0061789,5.5,2344.0,0.0,109,en,0,An inept British WWII commander leads his troops to a series of misadventures in North Africa and Europe.,2,0,"""There's been some marvelous advances in surgery, thanks to war!""",5,23
3050,Light It Up,drama,1999,tt0172726,6.0,3731.0,0.0,99,en,13000000,"On a winter day in a southside Queens high school, events collide and six students are suddenly in an armed standoff with the NYPD. At the school, classrooms freeze, teachers come and go, resources are scant.",5,5985690,,6,26
3051,Anywhere But Here,drama,1999,tt6047514,-1.0,-1.0,0.0,-1,en,23000000,"Single mother Adele August is bad with money, and even worse when it comes to making decisions. Her straight-laced daughter, Ann, is a successful high school student with Ivy League aspirations. When Adele decides to pack up and move the two of them from the Midwest to Beverly Hills, Calif., to pursue her dreams of Hollywood success, Ann grows frustrated with her mother's irresponsible and impulsive ways.",12,18653615,A story of a mother who knows best... and a daughter who knows better.,6,207
3052,Dogma,comedy,1999,tt0120655,7.3,214855.0,0.0,130,en,10000000,"The latest battle in the eternal war between Good and Evil has come to New Jersey in the late, late 20th Century. Angels, demons, apostles and prophets (of a sort) walk among the cynics and innocents of America and duke it out for the fate of humankind.",20,31429330,It can be Hell getting into Heaven,6,1982
3053,The Messenger: The Story of Joan of Arc,drama war,1999,tt0151137,6.4,66146.0,0.0,158,en,85000000,In 1429 a teenage girl from a remote French village stood before her King with a message she claimed came from God; that she would defeat the world's greatest army and liberate her country from its political and religious turmoil. Following her mission to reclaim god's diminished kingdom - through her amazing victories until her violent and untimely death.,44,66976317,,6,1130
3054,Pokémon: The First Movie,animation children's,1998,,-1.0,-1.0,0.0,-1,ja,30000000,"The adventure explodes into action with the debut of Mewtwo, a bio-engineered Pokémon created from the DNA of Mew, the rarest of all Pokémon. Determined to prove its superiority, Mewtwo lures Satoshi, Pikachu and others into a Pokémon match like none before. Mewtwo vs. Mew. Super-clones vs. Pokémon. It's the ultimate showdown ... with the very future of the world at stake!",36,163644662,The Pokémon Match of All Time is Here.,6,1131
