,movie_id,tags,title,genres,year
2663,2732,french new wave bibliothek best performance jeanne moreau as catherine janus  atmospheric bittersweet lyrical moody reflective talky francois truffaut criterion french new wave tumey s dvds dvd video corvallis library drama drama drama drama drama,Jules and Jim (Jules et Jim) ,drama,1961
2664,2733,nan,Vibes ,adventure comedy,1988
2665,2734,based on a book central america dysfunctional family maurice jarre score missionary natives obsession paul schrader screenplay rain forest unusual story tragic drama destruction islands drama drama drama drama drama,"Mosquito Coast, The ",drama,1986
2666,2735,don t remember action adventure comedy action adventure comedy action adventure comedy action adventure comedy action adventure comedy,"Golden Child, The ",action adventure comedy,1986
2667,2736,neil simon adapted from b way betamax comedy comedy comedy comedy comedy,Brighton Beach Memoirs ,comedy,1986
2668,2737,betamax action action action action action,Assassination ,action,1987
2669,2738,betamax comedy drama comedy drama comedy drama comedy drama comedy drama,Crimes of the Heart ,comedy drama,1986
2670,2739,veja lesbian emotion erlend s dvds rape race women steven spielberg steven spielberg whoopie goldberg betamax afi  cheers drama drama drama drama drama,"Color Purple, The ",drama,1985
2671,2740,nan,"Kindred, The ",horror,1986
2672,2741,nan,No Mercy ,action thriller,1986
2673,2742,gerard depardieu comedy drama comedy drama comedy drama comedy drama comedy drama,Ménage (Tenue de soirée) ,comedy drama,1986
2674,2743,nan,Native Son ,drama,1986
2675,2744,nan,Otello ,drama,1986
2676,2745,christianity religion slavery dvd missionary priest oscar best cinematography bibliothek owned was the mission about finding a position tumey s dvds ennio morricone golden palm mm message drama drama drama drama drama,"Mission, The ",drama,1986
2677,2746,musical frank oz dark comedy black comedy monster nerd sadism saturn award best music dark comedy frank oz excellent frank oz rick moranis mm comedy horror musical comedy horror musical comedy horror musical comedy horror musical comedy horror musical,Little Shop of Horrors ,comedy horror musical,1986
2678,2747,library vhs jonathan haze roger corman tumey s dvds comedy horror comedy horror comedy horror comedy horror comedy horror,"Little Shop of Horrors, The ",comedy horror,1960
2679,2748,pulp betamax action adventure action adventure action adventure action adventure action adventure,Allan Quartermain and the Lost City of Gold ,action adventure,1987
2680,2749,nan,"Morning After, The ",drama mystery,1986
2681,2750,nostalgic woody allen seth green woody allen nostalgia radio erlend s dvds woody allen nudity rear facebook rec comedy drama comedy drama comedy drama comedy drama comedy drama,Radio Days ,comedy drama,1987
2682,2751,boston courtroom comedy david alan grier judd nelson murder pee wee from porkys smooth jazz soundtrack comedy comedy comedy comedy comedy,From the Hip ,comedy,1987
2683,2752,acting bette midler comedy mystery comedy mystery comedy mystery comedy mystery comedy mystery,Outrageous Fortune ,comedy mystery,1987
2684,2753,betamax thriller thriller thriller thriller thriller,"Bedroom Window, The ",thriller,1987
2685,2754,nan,Deadtime Stories ,horror,1987
2686,2755,nan,Light of Day ,drama,1987
2687,2756,nan,Wanted: Dead or Alive ,action,1987
2688,2757,s actor s life asylum domineering mother electric shocks electroshock therapy hollywood lobotomy mental hospital normality nudity topless brief psychiatry the lobotomy was never fully substantiated thrilling true story best performance jessica lange as frances farmer erlend s dvds drama drama drama drama drama,Frances ,drama,1982
2689,2758,nan,Plenty ,drama,1985
2690,2759,want to see again us history comedy comedy comedy comedy comedy,Dick ,comedy,1999
2691,2760,nan,"Gambler, The (A Játékos) ",drama,1997
2692,2761,based on a book directorial debut sufficiently explodey to be good robots scope animation erlend s dvds robot animation robots robot tumey s dvds s vcd buy robots classical animation iraq cold war robot robots totally overlooked kids robot giant robots animation children's animation children's animation children's animation children's animation children's,"Iron Giant, The ",animation children's,1999
2693,2762,twist ending bruce willis ghosts twist ending psychology bruce willis twist ending bruce willis want it seen more than once m night shyamalan vhs twist ending  psychology don t watch it if you know the ending inteligent and original m night shyamalan ghosts i see dead people twist ending i see dead people sexy twist ending theater eerie frightening ghosts ominous psychic character psychology surprise ending twist twist ending pg  bruce willis m night shyamalan m night shyamalan bruce willis haley joel osment m night shyamalan bruce willis sobrenatural imdb top  drama ghosts interesting ghosts own shyamalan twist ending twist ending twist ending bruce willis haley joel osment i see dead people eerie enigmatic moody ominous somber stylized understated bruce willis good thriller favorites own frightening great concept owned twist ending bruce willis m night shyamalan psychology want to see again dvd seen at the cinema watched  bruce willis ghosts afterlife psychiatrist as protagonist psychic character  want twist bruce willis haley joel osment m night shyamalan ghosts ghosts haley joel osment ghosts ghosts m night shyamalan ghosts tumey s dvds dvd i see dead people bruce willis ghosts twist ending mindfuck bruce willis ghosts twist ending don t want to see m night shyamalan need to buy bruce willis m night shyamalan oscar nominee ghost suspense bruce willis ghosts twist ending m night shyamalan ghosts atmospheric haley joel osment toni collette bruce willis m night shyamalan twist ending twist ending twist ending eerie ghost twist ending the newest version which edited the ending is the best afi  movie quotes afi  thrills ghosts mindfuck thriller thriller thriller thriller thriller,"Sixth Sense, The ",thriller,1999
2694,2763,heist boring horrible pierce brosnan bibliothek own spy thriller nudity topless pierce brosnan thriller nudity topless notable caper owned art museum painting theif intelligent thriller pierce brosnan nina simone sinnerman clearplay r pierce brosnan action thriller action thriller action thriller action thriller action thriller,"Thomas Crown Affair, The ",action thriller,1999
2695,2764,bibliothek angela doesn t stand test of time doesn t stand test of time owned weak crime drama thriller crime drama thriller crime drama thriller crime drama thriller crime drama thriller,"Thomas Crown Affair, The ",crime drama thriller,1968
2696,2765, comedy drama comedy drama comedy drama comedy drama comedy drama,"Acid House, The ",comedy drama,1998
2697,2766,nan,"Adventures of Sebastian Cole, The ",comedy drama,1998
2698,2767,nan,Illuminata ,comedy,1998
2699,2768,nan,Stiff Upper Lips ,comedy,1998
2700,2769,joaquin phoenix crime mystery crime mystery crime mystery crime mystery crime mystery,"Yards, The ",crime mystery,1999
2701,2770,eddie murphy robert downey jr so funny parody related  series parody better comedy comedy comedy comedy comedy,Bowfinger ,comedy,1999
2702,2771,nan,Brokedown Palace ,drama,1999
2703,2772,edward furlong detroit kiss mr stretch comedy comedy comedy comedy comedy,Detroit Rock City ,comedy,1999
2704,2773,nan,Alice and Martin (Alice et Martin) ,drama,1998
2705,2774,lesbian lesbian lesbian queer sexuality lesbian hw drama not corv lib comedy romance comedy romance comedy romance comedy romance comedy romance,Better Than Chocolate ,comedy romance,1999
2706,2775,gay drama drama drama drama drama,Head On ,drama,1998
2707,2776,nan,"Marcello Mastroianni: I Remember Yes, I Remember ",documentary,1997
2708,2777,nan,Cobra ,drama,1925
2709,2778,boring thriller thriller thriller thriller thriller,Never Talk to Strangers ,thriller,1995
2710,2779,adultery angelic intervention fate vs free will ghosts afterlife remakeof here comes mr jordan comedy comedy comedy comedy comedy,Heaven Can Wait ,comedy,1978
2711,2780,scary movies to see on halloween edgar allan poe erlend s dvds gothic vincent price author edgar allan poe gothic vincent price comedy horror comedy horror comedy horror comedy horror comedy horror,"Raven, The ",comedy horror,1963
2712,2781,nan,"Tingler, The ",horror,1959
2713,2782,scary movies to see on halloween edgar allan poe erlend s dvds gothic vincent price adapted from book author edgar allan poe vincent price horror horror horror horror horror,Pit and the Pendulum ,horror,1961
2714,2783,scary movies to see on halloween vincent price vincent price horror horror horror horror horror,"Tomb of Ligeia, The ",horror,1965
2715,2784,scary movies to see on halloween erlend s dvds vincent price horror horror horror horror horror,"Masque of the Red Death, The ",horror,1964
2716,2785,scary movies to see on halloween edgar allan poe erlend s dvds gothic vincent price edgar allan poe vincent price horror horror horror horror horror,Tales of Terror ,horror,1962
2717,2786,nan,Haunted Honeymoon ,comedy,1986
2718,2787,stephen king author stephen king variations on a theme can t remember stephen king horror horror horror horror horror,Cat's Eye ,horror,1985
2719,2788,monty python montypython dvd r dvd monty python sketch comedy dumb quirky montypython own monty python monty python based on a tv show bechdel test fail monty python sketch comedy based on tv series sketch comedy could ve made a better selection from the tv series tumey s dvds monty python clv library vhs montypython gilliam montypython comedy comedy comedy comedy comedy,And Now for Something Completely Different ,comedy,1971
2720,2789,nan,Damien: Omen II ,horror,1978
2721,2790,babyish ending horror horror horror horror horror,"Final Conflict, The (a.k.a. Omen III: The Final Conflict) ",horror,1981
2722,2791,want it parody aviation spoof aviation dumb but funny absurd comedy parody zaz funny as hell i speak jive nudity topless brief can t remember aviation parody aviation farce zaz funny don t call me shirley aviation tumey s dvds dvd aviation aids flying jb s dvds aviation funny classic comedy aviation mocks black stereotypes farce afi  laughs afi  movie quotes i speak jive comedy comedy comedy comedy comedy,Airplane! ,comedy,1980
2723,2792,parody can t remember don t remember aviation comedy comedy comedy comedy comedy,Airplane II: The Sequel ,comedy,1982
2724,2793,nudity topless notable killer as protagonist werewolf can t remember werewolf crappy sequel comedy horror comedy horror comedy horror comedy horror comedy horror,"American Werewolf in Paris, An ",comedy horror,1997
2725,2794,national lampoon nudity topless national lampoon can t remember chevy chase comedy comedy comedy comedy comedy,European Vacation ,comedy,1985
2726,2795,road trip can t remember notable nudity national lampoon vacation nudity topless national lampoon nudity topless notable nudity national lampoon can t remember notable nudity chevy chase vampire national lampoon comedy comedy comedy comedy comedy,Vacation ,comedy,1983
2727,2796,fish out of water comedy comedy comedy comedy comedy,Funny Farm ,comedy,1988
2728,2797,grown up girlie movie tom hanks child as adult piano seen more than once switching places toys tom hanks children switching places good effort from tom hanks penny marshall tom hanks classic very good for kids seen more than once best performance tom hanks as josh baskin switching places family tom hanks afi  laughs being a kid again carnival child as adult childhood flashback children grown up new york new york city oscar nominee lead actor oscar nominee original screenplay pg piano switching places toys tv wishes childhood flashback being a kid again switching places can t remember  s tom hanks underaged sex child porn related big s family tom hanks tv tom hanks s toy store tom hanks tom hanks s child as adult new york tom hanks sex s dvd video tom hanks afi  laughs tom hanks comedy fantasy comedy fantasy comedy fantasy comedy fantasy comedy fantasy,Big ,comedy fantasy,1988
2729,2798,can t remember pregnancy comedy comedy comedy comedy comedy,Problem Child ,comedy,1990
2730,2799,seen more than once prequel comedy comedy comedy comedy comedy,Problem Child 2 ,comedy,1991
2731,2800,based on comic animation children's animation children's animation children's animation children's animation children's,Little Nemo: Adventures in Slumberland ,animation children's,1992
2732,2801,gambling tragically stupid drama romance drama romance drama romance drama romance drama romance,Oscar and Lucinda (a.k.a. Oscar & Lucinda) ,drama romance,1997
2733,2802,good mel gibson michelle pfeiffer action romance thriller action romance thriller action romance thriller action romance thriller action romance thriller,Tequila Sunrise ,action romance thriller,1988
2734,2803,lawyers law school bibliothek law school john grisham adapted from book author john grisham denzel washington john heard julia roberts sam shepard tony goldwyn thriller thriller thriller thriller thriller,"Pelican Brief, The ",thriller,1993
2735,2804,based on a book i like watching this movie when im so high i dont know left from right best christmas movie christmas christmas leg lamp christmas funniest movies imdb top  narrated i like watching this movie when im so high i dont know left from right christmas classic christmas xmas theme want red ryder tv i like watching this movie when im so high i dont know left from right i like watching this movie when im so high i dont know left from right narrated chick flick classic christmas tale christmas classic funniest movies christmas christmas lifebuoy red ryder christmas classic betamax christmas comedy drama comedy drama comedy drama comedy drama comedy drama,"Christmas Story, A ",comedy drama,1983
2736,2805,mob burt young hugh grant james caan james fox jeanne tripplehorn mob hw comedy comedy romance comedy romance comedy romance comedy romance comedy romance,Mickey Blue Eyes ,comedy romance,1999
2737,2806,kidnapping comedy thriller comedy thriller comedy thriller comedy thriller comedy thriller,Teaching Mrs. Tingle ,comedy thriller,1999
2738,2807,no rec jean claude van damme action sci-fi action sci-fi action sci-fi action sci-fi action sci-fi,Universal Soldier: The Return ,action sci-fi,1999
2739,2808,futuristmovies com cyborgs cyborgs seen at the cinema cyborgs zombies emmerich cyborgs jean claude van damme action sci-fi action sci-fi action sci-fi action sci-fi action sci-fi,Universal Soldier ,action sci-fi,1992
2740,2809,nan,Love Stinks ,comedy,1999
2741,2810,anime anime anime satoshi kon to see anime anime anime great anime peter jackson anime celebrity cult of persona stalker anime animation mystery animation mystery animation mystery animation mystery animation mystery,Perfect Blue ,animation mystery,1997
2742,2811,nan,With Friends Like These... ,comedy,1998
2743,2812,nan,In Too Deep ,action thriller,1999
2744,2813,nan,"Source, The ",documentary,1999
2745,2814,nan,"Bat, The ",horror,1959
2746,2815,nostalgia action war action war action war action war action war,Iron Eagle ,action war,1986
2747,2816,nostalgia action war action war action war action war action war,Iron Eagle II ,action war,1988
2748,2817,nan,Aces: Iron Eagle III ,action war,1992
2749,2818,nan,Iron Eagle IV ,action war,1995
2750,2819,based on a book skullduggery cool bibliothek s assassins cia nyc seen  skullduggery thriller thriller thriller thriller thriller thriller,Three Days of the Condor ,thriller,1975
2751,2820,based on a play shakespeare author shakespeare murder adapted from play adultery murder playwright shakespeare drama drama drama drama drama,Hamlet ,drama,1964
2752,2821,based on a play j m barrie adventure drama adventure drama adventure drama adventure drama adventure drama,Male and Female ,adventure drama,1919
2753,2822,ei muista sean connery cancer primitive peoples rain forest don t remember sean connery adventure romance adventure romance adventure romance adventure romance adventure romance,Medicine Man ,adventure romance,1992
2754,2823,nan,"Spiders, The (Die Spinnen, 1. Teil: Der Goldene See) ",action drama,1919
2755,2824,boxing documentary documentary documentary documentary documentary,On the Ropes ,documentary,1999
2756,2825,mental hospital drama drama drama drama drama,Rosie ,drama,1998
2757,2826,big budget overrated dvd collection myth very interesting michael crichton myth very interesting michael crichton myth michael crichton myth michael crichton action horror thriller action horror thriller action horror thriller action horror thriller action horror thriller,"13th Warrior, The ",action horror thriller,1999
2758,2827,gfei own it aliens alien abduction johnny depp one of the worst movies of all time sci-fi thriller sci-fi thriller sci-fi thriller sci-fi thriller sci-fi thriller,"Astronaut's Wife, The ",sci-fi thriller,1999
2759,2828,based on a cartoon brendan fraiser animation remade as live action based on a tv show children's comedy children's comedy children's comedy children's comedy children's comedy,Dudley Do-Right ,children's comedy,1999
2760,2829,nudity rear albert brooks andie macdowell jeff bridges sharon stone steven wright comedy drama comedy drama comedy drama comedy drama comedy drama,"Muse, The ",comedy drama,1999
2761,2830,nan,Cabaret Balkan (Bure Baruta) ,drama,1998
2762,2831,nan,"Dog of Flanders, A ",drama,1999
2763,2832,nan,"Lost Son, The ",drama,1999
2764,2833, romance war romance war romance war romance war romance war,Lucie Aubrac ,romance war,1997
2765,2834,nan,"Very Thought of You, The ",comedy romance,1998
2766,2835,nan,Chill Factor ,action thriller,1999
2767,2836,main character doesn t masturbate comedy comedy comedy comedy comedy,Outside Providence ,comedy,1999
2768,2837,gay hugo weaving homosexuality hugo weaving comedy romance comedy romance comedy romance comedy romance comedy romance,Bedrooms & Hallways ,comedy romance,1998
2769,2838,nan,I Woke Up Early the Day I Died ,comedy,1998
2770,2839,earnest poignant drama drama drama drama drama,West Beirut (West Beyrouth) ,drama,1998
2771,2840,christianity stigmata patricia arquette is amazing religious religious don t want to see religious theme religion christianity triller religion similar to sheitan sweeping thriller thriller thriller thriller thriller thriller,Stigmata ,thriller,1999
2772,2841,thrilling suspense nudity topless notable author richard matheson matheson sexualized violence k movie theater vhs ghosts ghosts horror mystery scary ghost great story original and creepy pretty cool some seemingly unimportant bits ghost story kevin bacon thriller thriller thriller thriller thriller thriller,Stir of Echoes ,thriller,1999
2773,2842,nan,Best Laid Plans ,crime drama,1999
2774,2843,drugs family forced marriage gambling library vhs louis i think this is the beginning of a beautiful friendship train vivacious bibliothek gypsy wedding hide the dead body humorous light madcap nothing goes right quirky upbeat witty kusturica kusturica comedy romance comedy romance comedy romance comedy romance comedy romance,"Black Cat, White Cat (Crna macka, beli macor) ",comedy romance,1998
2775,2844,nan,"Minus Man, The ",drama mystery,1999
2776,2845,wanna be gangters drama drama drama drama drama,White Boys ,drama,1999
2777,2846,heartwarming kawaii kids children's children's children's children's children's,"Adventures of Milo and Otis, The ",children's,1986
2778,2847,cary grant related rio bravo related to have and have not drama drama drama drama drama,Only Angels Have Wings ,drama,1939
2779,2848,based on a play shakespeare shakespeare own shakespeare adapted from play playwright shakespeare orson welles golden palm shakespeare drama drama drama drama drama,Othello ,drama,1952
2780,2849,john malkovich comedy drama comedy drama comedy drama comedy drama comedy drama,Queens Logic ,comedy drama,1991
2781,2850,directorial debut sundance award winner sundance grand jury prize sundance grand jury prize dramatic sundance grand jury prize dramatic  drama thriller drama thriller drama thriller drama thriller drama thriller,Public Access ,drama thriller,1993
2782,2851,evil robot space station evil robot space station adventure sci-fi thriller adventure sci-fi thriller adventure sci-fi thriller adventure sci-fi thriller adventure sci-fi thriller,Saturn 3 ,adventure sci-fi thriller,1979
2783,2852,military murder drama drama drama drama drama,"Soldier's Story, A ",drama,1984
2784,2853,setting new jersey vhs horror horror horror horror horror,"Communion (a.k.a. Alice, Sweet Alice/Holy Terror) ",horror,1977
2785,2854,nan,Don't Look in the Basement! ,horror,1973
2786,2855,nan,Nightmares ,horror,1983
2787,2856,nan,I Saw What You Did ,thriller,1965
2788,2857,beatles music rock and roll s music rock and roll the beatles musical band the beatles the beatles rock music surreal weird animation yellow beatles psychedelic animation musical animation musical animation musical animation musical animation musical,Yellow Submarine ,animation musical,1968
2789,2858,directorial debut kevin spacey suburbia surrealism reflective suburbia surrealism kevin spacey nudity topless notable suburbia black humour social commentary kevin spacey was on a roll suburbia vhs interesting own oscar best picture emotional funny thought provoking rated r dark comedy surrealism oscar best actor oscar best cinematography oscar best directing oscar best picture modern life special special alan ball r surrealism biting cinematographically examines issues in contemporary cultre excellent cinematography surrealism suburban dysfunction drama oscar imdb top  really good narrated suburbia beautiful annette bening kevin spacey seen more than once beautiful own life in general kevin spacey erlend s dvds suburbia biting crumbling marriages cynical irreverent lyrical midlife crises parenthood reflective satirical suburban dysfunction wry sam mendes midlife crisis suburbia surrealism nudity topless oscar best picture kevin spacey sam mendes nudity topless notable overrated seen more than once underaged sex child porn adultery  owned must see kevin spacey excellent cinematography surrealism annette bening kevin spacey sam mendes oscar best picture midlife crisis powerful ending suburbia super interesting surrealism attachment coming of age sexuality suburbia owned kevin spacey tumey s to see again iconic get special watch again dark comedy narrated suburbia life changing watch again special mid life crisis oscar best picture suburbia surrealism toplist kevin spacey seen more than once oscar best picture cool but freaky united states cinematography conrad hall oscar best cinematography in netflix queue depression homosexuality suburbia teen angst suburbia coming of age suburbia surrealism allison janney annette bening kevin spacey mena suvari thora birch toplist dark comedy dvd video midlife crisis thought provoking comedy midlife crisis violence suburbia suburbia surrealism suburbia surrealism surrealism cheerleading lolita fetish midlife crisis black comedy social drama comedy drama comedy drama comedy drama comedy drama comedy drama,American Beauty ,comedy drama,1999
2790,2859,big suits concert hollywood mtv jonathan demme music musical band talking heads concert oversize clothing not corv lib documentary documentary documentary documentary documentary,Stop Making Sense ,documentary,1984
2791,2860,martin lawrence eric s dvds comedy comedy comedy comedy comedy,Blue Streak ,comedy,1999
2792,2861,baseball sport baseball k movie baseball sam raimi comedy drama comedy drama comedy drama comedy drama comedy drama,For Love of the Game ,comedy drama,1999
2793,2862,nudity full frontal notable classical studies decadent disturbing forceful lurid sexual visceral owned nudity full frontal notable  erotic betamax dvd video drama drama drama drama drama,Caligula ,drama,1980
2794,2863,rock and roll music the beatles beatles beatles comedy beatles very good erlend s dvds music rock and roll s music rock and roll the beatles musical band the beatles tv beatles wired  greatest soundtracks beatles musical beatles beatles beatles beatles comedy musical comedy musical comedy musical comedy musical comedy musical,"Hard Day's Night, A ",comedy musical,1964
2795,2864,less than  ratings comedy comedy comedy comedy comedy,Splendor ,comedy,1999
2796,2865,nan,Sugar Town ,comedy,1999
2797,2866,nan,"Buddy Holly Story, The ",drama,1978
2798,2867,nudity topless cheesy vampire vampires comedy horror comedy horror comedy horror comedy horror comedy horror,Fright Night ,comedy horror,1985
2799,2868,cheesy vampire horror horror horror horror horror,Fright Night Part II ,horror,1989
2800,2869,nan,"Separation, The (La Séparation) ",drama,1994
2801,2870,apartment honeymoon new york comedy comedy comedy comedy comedy,Barefoot in the Park ,comedy,1967
2802,2871,thriller creepy good good music river national film registry erlend s dvds battle between man and nature very little dialogue friday night movie tumey s to see again old movie very little dialogue my movies burt reynolds jon voight mm not corv lib mm afi  thrills adventure thriller adventure thriller adventure thriller adventure thriller adventure thriller,Deliverance ,adventure thriller,1972
2803,2872,holy grail medieval king arthur historical legend mindblowing stop ruining the arthur legend england king arthur to see based on a book england king arthur myth sword fight wizards nudity rear nudity topless excellent for its time myth liam neeson dvd video adaptation king arthur legend history good movie sword crap dont know interesting adventure from the water to eternity old school medieval tale what pretty good movie historical epic action drama fantasy romance action drama fantasy romance action drama fantasy romance action drama fantasy romance action drama fantasy romance,Excalibur ,action drama fantasy romance,1981
2804,2873,paul auster drama mystery romance drama mystery romance drama mystery romance drama mystery romance drama mystery romance,Lulu on the Bridge ,drama mystery romance,1998
2805,2874,nan,"Pajama Game, The ",comedy,1957
2806,2875,jodie foster can t remember drama mystery romance drama mystery romance drama mystery romance drama mystery romance drama mystery romance,Sommersby ,drama mystery romance,1993
2807,2876,nan,Thumbelina ,animation children's,1994
2808,2877,musical rock and roll campy fanciful humorous irreverent satirical rock opera rock opera cameos melodramatic notable cast notable soundtrack overrated wired  greatest soundtracks mm rock opera drama musical drama musical drama musical drama musical drama musical,Tommy ,drama musical,1975
2809,2878,nan,Hell Night ,horror,1981
2810,2879,jackie chan jackie chan jackie chan action adventure comedy action adventure comedy action adventure comedy action adventure comedy action adventure comedy,Operation Condor (Feiying gaiwak) ,action adventure comedy,1990
2811,2880,jackie chan jackie chan jackie chan action adventure comedy action adventure comedy action adventure comedy action adventure comedy action adventure comedy,Operation Condor 2 (Longxiong hudi) ,action adventure comedy,1990
2812,2881,disappointment nudity topless brief creative plot morgan freeman nudity topless brief tommy lee jones ashley judd morgan freeman clearplay r creative plot action thriller action thriller action thriller action thriller action thriller,Double Jeopardy ,action thriller,1999
2813,2882,robin williams adapted from book author jurek becke remadeas jacob the liar  the shoah robin williams drama drama drama drama drama,Jakob the Liar ,drama,1999
2814,2883,nudity topless to rent comedy comedy comedy comedy comedy,Mumford ,comedy,1999
2815,2884,nan,Dog Park ,comedy romance,1998
2816,2885,nan,Guinevere ,drama romance,1999
2817,2886,based on a tv show muppets muppets sesame street movie to see children's comedy children's comedy children's comedy children's comedy children's comedy,"Adventures of Elmo in Grouchland, The ",children's comedy,1999
2818,2887,imdb bottom  action comedy dennis rodman drama drama drama drama drama,Simon Sez ,drama,1999
2819,2888,ogden salt lake city utah comedy romance comedy romance comedy romance comedy romance comedy romance,Drive Me Crazy ,comedy romance,1999
2820,2889,alaska russell crowe russell crowe russell crowe comedy comedy comedy comedy comedy,"Mystery, Alaska ",comedy,1999
2821,2890,george clooney gulf war david o russell george clooney david o russell george clooney mark wahlberg gulf war ice cube biting confrontational forceful humorous satirical stylized tense seen more than once caper iraq anti war black comedy gulf war colonialism gold heist tumey s dvds gulf war oppl clearplay r comedy death george clooney middle east george clooney george clooney gulf war middle east us history david o russell sven s to see list drama war drama war drama war drama war drama war,Three Kings ,drama war,1999
2822,2891,william h macy comedy comedy comedy comedy comedy,"Happy, Texas ",comedy,1999
2823,2892,nan,New Rose Hotel ,action drama,1998
2824,2893,nan,Plunkett & MaCleane ,action drama,1999
2825,2894,nudity full frontal notable penis nudity full frontal notable drama romance drama romance drama romance drama romance drama romance,Romance ,drama romance,1999
2826,2895,jodie foster adventure adventure adventure adventure adventure,Napoleon and Samantha ,adventure,1972
2827,2896,mm western western western western western,Alvarez Kelly ,western,1966
2828,2897,criterion fanciful nostalgic quirky stylized whimsical nostalgic comedy war comedy war comedy war comedy war comedy war,And the Ship Sails On (E la nave va) ,comedy war,1984
2829,2898,based on a book stephen king clv horror mystery horror mystery horror mystery horror mystery horror mystery,"Dark Half, The ",horror mystery,1993
2830,2899,adapted from book author j swift gullah lots of memories adventure animation children's adventure animation children's adventure animation children's adventure animation children's adventure animation children's,Gulliver's Travels ,adventure animation children's,1939
2831,2900,george a romero horror sci-fi horror sci-fi horror sci-fi horror sci-fi horror sci-fi,Monkey Shines ,horror sci-fi,1988
2832,2901,cult classic disturbing memorable nudity topless cult classic horror sci-fi horror sci-fi horror sci-fi horror sci-fi horror sci-fi,Phantasm ,horror sci-fi,1979
2833,2902,murder horror thriller horror thriller horror thriller horror thriller horror thriller,Psycho II ,horror thriller,1983
2834,2903,murder horror thriller horror thriller horror thriller horror thriller horror thriller,Psycho III ,horror thriller,1986
2835,2904,joan crawford louis milestone walter huston drama drama drama drama drama,Rain ,drama,1932
2836,2905,kurosawa samurai in netflix queue library japanese criterion ratingzone top pick atmospheric humorous rousing samurai sword fighting akira kurosawa japan tatsuya nakadai toshiro mifune kurosawa toshiro mifune action adventure action adventure action adventure action adventure action adventure,Sanjuro ,action adventure,1962
2837,2906,infidelity bonnie hunt charles s dutton harrison ford kristin scott thomas peter coyote richard jenkins drama romance drama romance drama romance drama romance drama romance,Random Hearts ,drama romance,1999
2838,2907,saturday night live comedy comedy comedy comedy comedy,Superstar ,comedy,1999
2839,2908,homophobia lesbian rape true story gay oppression library oscar best actress lgbt on dvr drama transgender gay best performance hilary swank as boys don t cry transgender owned nudity full frontal notable seen more than once transgender   drama gay sexualized violence tumey s dvds sexualized violence homophobia sad transgender transphobia chloe sevigny hilary swank disturbing drama drama drama drama drama,Boys Don't Cry ,drama,1999
2840,2909,nan,"Five Wives, Three Secretaries and Me ",documentary,1998
2841,2910,nan,"Ennui, L' ",drama romance,1998
2842,2911,nan,"Grandfather, The (El Abuelo) ",drama,1998
2843,2912,unusual editing out for revenge own own drama thriller seen more than once tumey s dvds action crime drama action crime drama action crime drama action crime drama action crime drama,"Limey, The ",action crime drama,1999
2844,2913,funny comedy comedy comedy comedy comedy,"Mating Habits of the Earthbound Human, The ",comedy,1998
2845,2914,nan,Molly ,comedy drama,1999
2846,2915, good acting dancing teen prostitution prostitution teen tom cruise nudity full frontal sickening tumey s dvds comedy comedy comedy comedy comedy,Risky Business ,comedy,1983
2847,2916,philip k dick very interesting virtual reality arnold schwarzenegger philip k dick futuristmovies com very interesting own politics alternate universe erlend s dvds philip k dick nudity topless brief sci fi author philip k dick brutal violence dystopia espionage killer as protagonist murder setting planet mars  arnold schwarzenegger virtual reality tumey s dvds philip k dick arnold schwarzenegger philip k dick arnold schwarzenegger philip k dick arnold schwarzenegger memory philip k dick paul verhoeven arnold schwarzenegger massacred the book space travel virtual reality mm stupid philip k dick conspiracy mars memory mutants action adventure sci-fi thriller action adventure sci-fi thriller action adventure sci-fi thriller action adventure sci-fi thriller action adventure sci-fi thriller,Total Recall ,action adventure sci-fi thriller,1990
2848,2917,directorial debut one of the best movies ever library logic complexity twist ending atmospheric cynical dangerous attraction disturbing femmes fatales ominous perfect crime sexy tense treacherous spouses favorites nudity full frontal notable betamax dvd video sexy cool as ice afi  thrills crime thriller crime thriller crime thriller crime thriller crime thriller,Body Heat ,crime thriller,1981
2849,2918,comedy teen fun the film about the highschool guy who gets everything his own way john hughes high school teen best movie ever made best movie ever made pg  changed my life coming of age s high school pg  tv divx coming of age one day teen movie s teen tumey s dvds tv high school ferris wheel matthew broderick s comedy teen seen more than once genius high school teens s comedy matthew broderick s teen comedy comedy comedy comedy comedy,Ferris Bueller's Day Off ,comedy,1986
2850,2919,sleeper thriller thriller academy award best supporting actress indonesia journalism oscar best supporting actress gibson was hot journalism gibson and sigourney are hot drama romance drama romance drama romance drama romance drama romance,Year of Living Dangerously ,drama romance,1982
2851,2920,criterion th century backstage th century backstage duel love triangle mimes oscar nominee original screenplay paris pathe shakespeare theatres atmospheric bittersweet elegant literate lyrical wry drama romance drama romance drama romance drama romance drama romance,Children of Paradise (Les enfants du paradis) ,drama romance,1945
2852,2921,spaghetti western clint eastwood veja bleak cynical enigmatic gloomy stylized genre western noir sphaghetti western clint eastwood clint eastwood western western western western western,High Plains Drifter ,western,1972
2853,2922,spaghetti western cynical rousing stylized clint eastwood western clint eastwood clint eastwood spaghetti western shooting western western western western western,Hang 'em High ,western,1967
2854,2923,nan,Citizen's Band (a.k.a. Handle with Care) ,comedy,1977
