movie_id,title,genres,year,original_language,budget,overview,popularity,revenue,tagline,tmdb_vote_avg,tmdb_vote_count,tmdb_id
3387,who's harry crumb?,comedy,1989,en,0,Harry Crumb is a bumbling and inept private investigator who is hired to solve the kidnapping of a young heiress which he's not expected to solve because his employer is the mastermind behind the kidnapping.,11,0,Nerves of steel. Body of iron. Brain of stone.,5,222,27475
3388,harry and the hendersons,comedy,1987,en,10000000,"Returning from a hunting trip in the forest, the Henderson family's car hits an animal in the road. At first they fear it was a man, but when they examine the ""body"" they find it's a ""bigfoot"". They think it's dead so they decide to take it home (there could be some money in this). As you guessed, it isn't dead. Far from being the ferocious monster they fear ""Harry"" to be, he's a friendly giant.",18,49998613,"When You Can't Believe Your Eyes, Trust Your Heart.",6,541,27475
3389,let's get harry,action adventure,1986,en,0,"Harry Burck has been kidnapped by South American terrorists, and when the US Government refuses to intervene, Harry's friends decide to take matters into their own hands!",3,0,An adventure about the hero in all of us,4,12,27475
3390,shanghai surprise,adventure,1986,en,17000000,"Glendon Wasey is a fortune hunter looking for a fast track out of China. Gloria Tatlock is a missionary nurse seeking the curing powers of opium for her patients. Fate sets them on a hectic, exotic, and even romantic quest for stolen drugs. But they are up against every thug and smuggler in Shangai.",6,2315683,A romantic adventure for the dangerous at heart.,4,49,27475
3391,who's that girl?,comedy,1987,en,18500000,"An uptight New York tax lawyer gets his life turned upside down, all in a single day, when he's asked to escort a feisty and free-spirited female ex-convict whom asks him to help prove her innocence of her crime.",10,7305209,A funny thing happened on the way to the bus station.,5,167,27475
3392,she-devil,comedy,1989,en,0,A cunning and resourceful housewife vows revenge on her husband when he begins an affair with a wealthy romance novelist.,12,0,The story of the greatest evil ever known to man... His ex-wife.,5,295,27475
3393,date with an angel,comedy fantasy,1987,en,0,"Aspiring composer Jim Sanders is engaged to spoiled rich girl Patty. But the morning after his bachelor party, Jim wakes up to discover a beautiful, broken-winged angel in his pool. When everyone finds out about his heavenly houseguest, Jim must cope with a dangerously jealous fiancée, an exploitive future father-in-law and a group of buddies with an outrageous business plan!",8,1988962,,6,72,27475
3394,blind date,comedy romance,1987,en,18000000,"When bachelor Walter Davis is set up with his sister-in-law's pretty cousin, Nadia Gates, a seemingly average blind date turns into a chaotic night on the town. Walter's brother, Ted, tells him not to let Nadia drink alcohol, but he dismisses the warning and her behaviour gets increasingly wild. Walter and Nadia's numerous incidents are made even worse as her former lover David relentlessly follows them around town.",11,39321715,A date with her is every man's dream come true. And with dreams like her - who needs nightmares?,6,356,27475
3395,nadine,comedy,1987,en,12000000,"Hairdresser Nadine Hightower wants to retrieve the risqué photos she once posed for, but when she visits the photographer at his office, he's murdered by an intruder. Nadine talks her estranged husband, Vernon, into going along when she returns to the office, where they stumble across plans for a less than legal construction project. But when Vernon tries to turn the documents into a cash windfall, he and Nadine are pursued by goons with guns.",8,5669831,They're a couple on the run... from each other.,5,60,27475
3396,"muppet movie, the",children's comedy,1979,en,8000000,A Hollywood agent persuades Kermit the Frog to pursue a career in Hollywood. On his way there he meets his future muppet crew while being chased by the desperate owner of a frog-leg restaurant!,14,65200000,More entertaining than humanly possible,7,430,27475
3397,"great muppet caper, the",children's comedy,1981,en,14000000,"Kermit and Fozzie are newspaper reporters sent to London to interview Lady Holiday, a wealthy fashion designer whose priceless diamond necklace is stolen. Kermit meets and falls in love with her secretary, Miss Piggy. The jewel thieves strike again, and this time frame Miss Piggy. It's up to Kermit and Muppets to bring the real culprits to justice.",9,31200000,,6,209,27475
3398,"muppets take manhattan, the",children's comedy,1984,en,8000000,"When the Muppets graduate from Danhurst College, they take their song-filled senior revue to New York City, only to learn that it isn't easy to find a producer who's willing to back a show starring a frog and a pig. Of course, Kermit the Frog and Miss Piggy won't take no for an answer, launching a search for someone to take them to Broadway.",12,25500000,,6,272,27475
3399,sesame street presents follow that bird,children's comedy,1985,en,0,"Big Bird is sent to live far from Sesame Street by a pesky social worker. Unhappy, Big Bird runs away from his foster home, prompting the rest of the Sesame Street gang to go on a cross-country journey to find him.",7,0,It's Big Adventure! It's Big Laughs! It's Big Bird on the Big Screen!,6,57,27475
3400,we're back! a dinosaur's story,animation children's,1993,en,0,"Captain New Eyes travels back in time and feeds dinosaurs his Brain Grain cereal, which makes them intelligent and non-violent. They agree to go to the Middle Future in order to grant the wishes of children in New York city. They are to meet Dr. Bleeb of the Museum of Natural History, but get sidetracked with their new children friends and run into the Captain's evil brother, Professor Screweyes.",12,9317021,Wish for a dinosaur and watch all your dreams come true.,6,324,27475
3401,baby... secret of the lost legend,adventure sci-fi,1985,en,0,"A paleontologist and her husband discover a mother and baby brontosaurus in Africa, and try to protect them from hunters who want to capture them.",6,0,The greatest adventure ever born!,5,54,27475
3402,turtle diary,drama,1985,en,0,"Two separate people, a man and a woman, find something very stirring about the sea turtles in their tank at the London Zoo. They meet and form an odd, but sympathetic camaraderie as they plan to steal two of the turtles and free them into the ocean.",2,0,,6,8,27475
3403,raise the titanic,drama thriller,1980,en,36000000,"To obtain a supply of a rare mineral, a ship raising operation is conducted for the only known source, the Titanic.",10,7000000,They've found the Titanic. There's just one thing left to do...,5,59,27475
3404,titanic,action drama,1953,en,200000000,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.",121,2187463944,Nothing on Earth could come between them.,7,20709,27475
3405,"night to remember, a",action drama,1958,de,0,"Celebrating their 35 anniversary, Germany’s most successful Heavy Metal band, Scorpions, invited former members Uli Jon Roth, Michael Schenker and Herman Rarebell to join them onstage at Wacken Open Air 2006. Billed as “A Night To Remember, A Journey Through Time”, the August 3rd performance’s setlist was voted on by fans around the world via the Scorpions’ website and witnessed by over 60,000 metalheads in attendance.",0,0,,5,3,27475
3406,captain horatio hornblower,action adventure war,1951,en,0,"A naval adventure, based on the novels by C.S. Forester, about the heroic, 19th-century British seafarer. The story sails with his ship, the Lydia, through battles with Spain and then France won with wit rather than might.",6,0,The sun never sets on his world of adventure.,6,79,27475
3407,"carriers are waiting, the (les convoyeurs attendent)",comedy drama,1999,fr,0,"Roger Closset is a man who obviously loves his family, though that doesn't always make them feel better. Dad is an obsessive type with a short fuse and a long list of curious ideas, and his wife and children must often bear the brunt of his eccentricities. Roger works as a reporter, a job he doesn't like which doesn't pay especially well, either. One day, Roger learns an area business association is sponsoring a contest for a family that can break a world record, with the grand prize being a new car. Suddenly, Roger gets a brainstorm -- if his son can open and shut a door 40,000 times in 24 hours, the car will be theirs. 15-year-old Michel, however, is not at all happy to have been drafted into this new responsibility, especially when dad builds a practice door in the backyard and finds a trainer to teach Michel how to open and close it with greatest efficiency.",2,0,,6,27,27475
3408,erin brockovich,drama,2000,en,52000000,"A twice-divorced mother of three who sees an injustice, takes on the bad guy and wins -- with a little help from her push-up bra. Erin goes to work for an attorney and comes across medical records describing illnesses clustered in one nearby town. She starts investigating and soon exposes a monumental cover-up.",20,256271286,She brought a small town to its feet and a huge corporation to its knees.,7,2451,27475
3409,final destination,drama thriller,2000,en,23000000,"After a teenager has a terrifying vision of him and his friends dying in a plane crash, he prevents the accident only to have Death hunt them down, one by one.",54,112880294,No accidents. No coincidences. No escapes. You can't cheat death.,6,4296,27475
3410,soft fruit,comedy drama,1999,en,0,"For the first time in 15 years, all four siblings in a family show up to care for their dying mother, who is only given a couple of weeks to live. One comes from America with her two children. A divorced sister also comes with her child and sneaks off regularly to meet a mystery man who may be her ex-husband. The third & youngest daughter is an unmarried nurse aware of her ticking biological clock. The only son chases after his grumpy father who seems to not care a whit about his wife's circumstances. The four are also faced my their mother's dreams to accomplish a few things before she dies - to visit a beach she had visited in the past, to see her youngest married, and to visit Paris. She also wants to be embalmed and be honored with a 21 gun salute. Thus the whole group has to set off in the quest to fulfill their mother's wishes.",1,0,It's not where you're going in life - it's who's going with you.,2,1,27475
3411,babymother,drama,1998,en,0,"A single mother determined to make it as a singer puts together an all girl reggae group named Neeta, Sweeta, &amp; Nastie with her friends. Living in a housing project with little support, the odds are obviously against her. Emotionally she struggles too as she learns at her mother's death that her actual mother is the woman she had thought was her older sister. With the help of a female agent, the group starts to get some exposure and rises above their setting.",1,0,From Ragga to Riches.,3,5,27475
3412,"bear, the",adventure,1988,en,0,"A little girl, Molly, loses her doll, Belinda, in the Blinkin wood and the Blinkins find it and make it their mission to return her to the owner. In the process, Flashy gets kidnapped by Mr Bear and the Blinkins are given a ransom from Mr Bear and Mr Grogg in the form of food from their winter store in exchange for Flashy's safe return.",3,0,,6,7,27475
3413,impact,crime drama,1949,en,15000000,"Jean Claude Van Damme plays a dual role as Alex and Chad, twins separated at the death of their parents. Chad is raised by a family retainer in Paris, Alex becomes a petty crook in Hong Kong. Seeing a picture of Alex, Chad rejoins him and convinces him that his rival in Hong Kong is also the man who killed their parents. Alex is suspicious of Chad, especially when it comes to his girlfriend.",41,30102717,Two brothers separated by the violence. Now together in a mission of revenge.,6,764,27475
3414,love is a many-splendored thing,romance,1955,en,0,A widowed doctor of both Chinese and European descent falls in love with a married American correspondent in Hong Kong during China's Communist revolution.,6,0,The price they pay when they come out of their secret garden and face the world in modern-day Hong Kong - makes this one of the screen's unforgettable experiences!,6,67,27475
3415,"mirror, the (zerkalo)",drama,1975,fr,0,Chronicles the rise and fall of pop king Michael Jackson.,9,0,The Michael Jackson Story,7,6,27475
3416,"trial, the (le procès)",drama,1963,en,35000000,What was supposed to be a peaceful protest turned into a violent clash with the police. What followed was one of the most notorious trials in history.,17,107423,"In 1968, democracy refused to back down.",7,2260,27475
3417,"crimson pirate, the",adventure comedy sci-fi,1952,en,1850000,"Burt Lancaster plays a pirate with a taste for intrigue and acrobatics who involves himself in the goings on of a revolution in the Caribbean in the late 1700s. A light hearted adventure involving prison breaks, an oddball Scientist, sailing ships, naval fights, and tons of swordplay.",11,0,MAN OF NINE LIVES AND 1000 SURPRISES!,6,91,27475
3418,thelma & louise,action drama,1991,en,16000000,"Whilst on a short weekend getaway, Louise shoots a man who had tried to rape Thelma. Due to the incriminating circumstances, they make a run for it and thus a cross country chase ensues for the two fugitives. Along the way, both women rediscover the strength of their friendship and surprising aspects of their personalities and self-strengths in the trying times.",17,45361000,Somebody said get a life… so they did.,7,2554,27475
3419,something for everyone,comedy crime,1970,en,0,An opportunistic young man working as a servant to a European countess uses his sexual talents to better his station in life.,2,0,,6,15,27475
3420,...and justice for all,drama thriller,1979,en,0,An ethical Baltimore defense lawyer disgusted with rampant legal corruption is forced to defend a judge he despises in a rape trial under the threat of being disbarred.,14,33300000,Once in a while someone fights back.,7,354,27475
3421,animal house,comedy,1978,en,2700000,"At a 1962 College, Dean Vernon Wormer is determined to expel the entire Delta Tau Chi Fraternity, but those troublemakers have other plans for him.",14,141000000,It was the Deltas against the rules... the rules lost!,7,1184,27475
3422,she's gotta have it,comedy romance,1986,en,175000,"The story of Nola Darling's simultaneous sexual relationships with three different men is told by her and by her partners and other friends. All three men wanted her to commit solely to them; Nola resists being ""owned"" by a single partner.",10,7137503,A seriously sexy comedy.,6,229,27475
3423,school daze,drama,1988,en,0,Fraternity and sorority members clash with other students at a historically black college during homecoming weekend.,11,0,A new comedy with music.,5,80,27475
3424,do the right thing,comedy drama,1989,en,6500000,"Salvatore ""Sal"" Fragione is the Italian owner of a pizzeria in Brooklyn. A neighborhood local, Buggin' Out, becomes upset when he sees that the pizzeria's Wall of Fame exhibits only Italian actors. Buggin' Out believes a pizzeria in a black neighborhood should showcase black actors, but Sal disagrees. The wall becomes a symbol of racism and hate to Buggin' Out and to other people in the neighborhood, and tensions rise.",15,37295445,"It's the hottest day of the summer. You can do nothing, you can do something, or you can …",7,1281,27475
3425,mo' better blues,drama,1990,en,10000000,"Opens with Bleek as a child learning to play the trumpet, his friends want him to come out and play but mother insists he finish his lessons. Bleek grows into adulthood and forms his own band - The Bleek Gilliam Quartet. The story of Bleek's and Shadow's friendly rivalry on stage which spills into their professional relationship and threatens to tear apart the quartet.",10,16153593,,6,169,27475
3426,jungle fever,drama romance,1991,en,14000000,A successful and married black man contemplates having an affair with a white girl from work. He's quite rightly worried that the racial difference would make an already taboo relationship even worse.,9,32482682,,6,222,27475
3427,coogan's bluff,crime,1968,en,0,"Coogan, an Arizona deputy sheriff goes to New York to pick up a prisoner. While escorting the prisoner to the airport, he escapes and Coogan heads into the city to recapture him.",12,3110000,The man with no fear... takes on a killer with no pity... in a city with no heart.,6,237,27475
3428,"champ, the",drama,1979,en,0,"The more you love, the harder you fight. The world looks at Billy Flynn and sees a has-been who seemingly never was, an ex-boxing champion slammed to the mat years ago by booze and gambling. But Billy's son TJ sees what the world doesn't. He knows what his flawed but loving father is, was and always will be - The Champ.",10,30441738,"The most poignant love-triangle of all - a father, his son, and the woman who came between them.",7,152,27475
3429,creature comforts,animation comedy,1990,en,0,A humorous and thought-provoking view of what animals in zoos might be thinking about their captivity and surroundings.,4,0,,7,84,27475
3430,death wish,action drama,1974,en,30000000,A mild-mannered father is transformed into a killing machine after his family is torn apart by a violent act.,38,34017028,How Far Would You Go To Protect Your Family?,6,2111,27475
3431,death wish ii,action drama,1982,en,2000000,Paul Kersey is again a vigilante trying to find five punks who murdered his housekeeper and daughter in Los Angeles.,15,45000000,First His Wife. Now His Daughter. It's Time To Even The Score!,6,321,27475
3432,death wish 3,action drama,1985,en,9000000,Architect/vigilante Paul Kersey arrives back in New York City and is forcibly recruited by a crooked police chief to fight street crime caused by a large gang terrorizing the neighborhoods.,14,16116878,He's back in New York bringing justice to the streets...,6,289,27475
3433,death wish 4: the crackdown,action drama,1987,en,5000000,"After the death of his girlfriend's daughter from a drug overdose, Paul Kersey (Charles Bronson) takes on the local drug cartel.",13,6880310,This time it's war!,5,204,27475
3434,death wish v: the face of death,action drama,1994,en,5000000,"Paul Kersey is back at working vigilante justice when his fiancée, Olivia, has her business threatened by mobsters",13,1702394,No judge. No jury. No appeals. No deals.,5,189,27475
3435,double indemnity,crime film-noir,1944,en,927262,"A rich woman and a calculating insurance agent plot to kill her unsuspecting husband after he signs a double indemnity policy. Against a backdrop of distinctly Californian settings, the partners in crime plan the perfect murder to collect the insurance, which pays double if the death is accidental.",13,2500000,It's love and murder at first sight!,8,1319,27475
3436,dying young,drama romance,1991,en,18000000,"After she discovers that her boyfriend has betrayed her, Hilary O'Neil is looking for a new start and a new job. She begins to work as a private nurse for a young man suffering from blood cancer. Slowly, they fall in love, but they always know their love cannot last because he is destined to die.",12,82264675,,6,363,27475
3437,cool as ice,drama,1991,en,6000000,"Johnny, a freewheeling, motorcycle-riding musician, rolls into a small town with his band, and meets Kathy, an honor student who catches his eye. Meanwhile, Kathy's father, after being in the Witness Protection Program, is finally found by the two corrupt cops he escaped from years ago, who claim he owes them a lot of money.",8,1193062,"When a girl has a heart of stone, there's only one way to melt it. Just add Ice.",4,119,27475
3438,teenage mutant ninja turtles,action children's fantasy,1990,en,125000000,"When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home.",140,477200000,Mysterious. Dangerous. Reptilious. You've never seen heroes like this.,5,5780,27475
3439,teenage mutant ninja turtles ii: the secret of the ooze,action children's fantasy,1991,en,25000000,"The Turtles and the Shredder battle once again, this time for the last cannister of the ooze that created the Turtles, which Shredder wants to create an army of new mutants.",19,78656813,"Cowabunga, it's the new turtle movie.",6,823,27475
3440,teenage mutant ninja turtles iii,action children's fantasy,1993,en,21000000,"The four turtles travel back in time to the days of the legendary and deadly samurai in ancient Japan, where they train to perfect the art of becoming one. The turtles also assist a small village in an uprising.",17,42273609,The Turtles Are Back....In Time.,5,590,27475
3441,red dawn,action war,1984,en,65000000,"A city in Washington state awakens to the surreal sight of foreign paratroopers dropping from the sky—shockingly, the U.S. has been invaded and their hometown is the initial target. Quickly and without warning, the citizens find themselves prisoners and their town under enemy occupation. Determined to fight back, a group of young patriots seek refuge in the surrounding woods, training and reorganizing themselves into a guerrilla group of fighters.",58,44806783,Welcome to the Home of the Brave,5,1283,27475
3442,band of the hand,action,1986,en,8700000,An Indian Vietnam veteran trains five street punks in the Everglades to fight vice in Miami.,5,4865912,"They're back on the mean streets. But this time, they're the good guys.",6,35,27475
3443,born american,action drama thriller,1986,en,0,"Three American students vacationing in Finland cross the border into Russia for fun of it. When they are spotted by the Russian soldiers who are shooting to kill, it's not fun anymore. Captured and thrown in jail, they find that's not fun either. It's a nightmare.",3,0,Freedom is just a word… until you lose it.,3,19,27475
3444,bloodsport,action,1988,en,1500000,"U.S. soldier Frank Dux has come to Hong Kong to be accepted into the Kumite, a highly secret and extremely violent martial arts competition. While trying to gain access into the underground world of clandestine fighters, he also has to avoid military officers who consider him to be AWOL. After enduring a difficult training and beginning a romance with journalist Janice Kent, Frank is given the opportunity to fight. But can he survive?",34,65000000,The true story of an American ninja.,7,1331,27475
3445,eyes of laura mars,mystery thriller,1978,en,7000000,A famous fashion photographer develops a disturbing ability to see through the eyes of a killer.,10,20000000,,5,141,27475
3446,funny bones,comedy,1995,en,0,"Tommy Fawkes wants to be a successful comedian. After his Las Vegas debut is a failure, he returns to Blackpool where his father—also a comedian—started, and where he spent the summers of his childhood.",5,0,"Comedy. It's in the timing. It's in the material. But mostly, it's in the bones.",6,37,27475
3447,"good earth, the",drama,1937,en,0,"One of Canada's foremost ceramic artists, Nova Scotia-based Walter Ostrom's passionate art practice is explored through his own words and those of former students and colleagues around the world.",0,0,,0,0,27475
3448,"good morning, vietnam",comedy drama war,1987,en,13000000,"Radio funny man Adrian Cronauer is sent to Vietnam to bring a little comedy back into the lives of the soldiers. After setting up shop, Cronauer delights the G.I.s but shocks his superior officer, Sergeant Major Dickerson, with his irreverent take on the war. While Dickerson attempts to censor Cronauer's broadcasts, Cronauer pursues a relationship with a Vietnamese girl named Trinh, who shows him the horrors of war first-hand.",16,123922370,Time to rock it from the Delta to the DMZ!,7,2056,27475
3449,"good mother, the",drama,1988,en,0,"One year after losing their son David, Eve Goode and her husband Raymond Goode adopt the orphan Ethan Snow (and his teenager sister Abby Snow and bring them to their mansion nearby a lake. Abby faces difficulties of adaptation in her new home, and she confronts Eve, who proves to be deranged and unstable. When Ethan gets sick, Abby tries to contact their friend, detective Ben Koch, and she realizes that her brother and she are trapped in the house.",8,0,A mother's love is unconditional.,5,66,27475
3450,grumpy old men,comedy,1993,en,35100000,"For decades, next-door neighbors and former friends John and Max have feuded, trading insults and wicked pranks. When an attractive widow moves in nearby, their bad blood erupts into a high-stakes rivalry full of naughty jokes and adolescent hijinks.",16,70200000,The best of enemies until something came between them.,6,483,27475
3451,guess who's coming to dinner,comedy drama,1967,en,4000000,A couple's attitudes are challenged when their daughter brings home a fiancé who is black.,13,56666667,A love story of today.,7,616,27475
3452,romeo must die,action romance,2000,en,25000000,"Two warring gang families (one African-American, the other Chinese) maneuver for bragging rights to the Oakland, California, docks. Hang Sing and Trish O'Day uncover a trail of deceit that leaves most of the warring factions dead … or worse!",24,91036760,"In the city ruled by criminals, two families have forgotten their fear. He will make them remember.",6,902,27475
3453,here on earth,drama romance,2000,en,15000000,"Three lives of three young people intersect over the course of one summer. A rich student and a young working-class man accidentally destroy a diner when their impromptu road race takes a disastrous turn. Ordered by a judge to spend the summer repairing the building, they find themselves becoming rivals for the affections of the owner's daughter.",8,10873148,One summer totally changed their lives.,6,142,27475
3454,whatever it takes,comedy romance,2000,en,15000000,"A nerdy teen, Ryan Woodman is smitten with the popular and gorgeous Ashley Grant, who apparently has no interest in him. Meanwhile, dim star athlete Chris Campbell has his eye on Ryan's brainy and beautiful friend, Maggie Carter. The two agree to help each other in their romantic quests, but, as they come closer to their goals, both Ryan and Chris suspect that they might be pursuing the wrong girls.",13,9902115,How low will they go to get the girls of their dreams?,5,215,27475
3455,buddy boy,drama thriller,1999,en,0,An introvert relieves the tedium of caring for his invalid mother by spying on his neighbor.,2,0,,4,8,27475
3456,"color of paradise, the (rang-e khoda)",drama,1999,fa,0,"The story revolves around a blind boy named Mohammed who is released from his special school in Tehran for summer vacation. His father, shamed and burdened by Mohammed's blindness, arrives late to pick him up and then tries to convince the headmaster to keep Mohammed over the summer. The headmaster refuses, so Mohammed's father eventually takes him home.",7,0,,7,119,27475
3457,waking the dead,drama,1999,en,8500000,"A congressional candidate questions his sanity after seeing the love of his life, presumed dead, suddenly emerge.",10,327418,Sometimes love has a life of it's own.,6,67,27475
3458,blood and sand (sangre y arena),drama romance,1989,en,0,"Bullfighter Juan Gallardo falls for socialite Dona Sol, turning from the faithful Carmen who nevertheless stands by her man as he continues to face real danger in the bullring.",4,0,Love flamed in the shadow of death!,6,39,27475
3459,gothic,drama horror,1986,en,0,"The year is 1816. A sprawling villa in Switzerland is the setting for a stormy night of madness.  On this night of the ""Haunted Summer,"" five famous friends gather around an ancient skull to conjure up their darkest fears.  Poets Lord Byron and Percy Shelley, Shelley's fiancée Mary Godwin, Mary's stepsister Claire Clairemont and Byron's friend John Polidori spend a hallucinogenic evening confronting their fears in a frenzy of shocking lunacy.  Horrifying visions invade the castle - realizations of Byron's fear of leeches, Shelley's fear of premature burial, Mary's fear of birthing a stillborn child - all brought forth in a bizarre dreamscape.  They share the terrifying fantasies that chase them through the castle that night.  The events of that night later inspired Mary Shelley to write the classic ""Frankenstein"" and Dr. Polidori to pen ""The Vampyre,"" which became the basis for the creation of Dracula..",6,0,"Conjure up your deepest, darkest fear... now call that fear to life.",5,115,27475
3460,hillbillys in a haunted house,comedy,1967,en,0,"Country singers on their way to Nashville have car trouble, forcing them to stop at an old haunted mansion. Soon they realize that the house is not only haunted, but is also the headquarters of a ring of international spies after a top secret formula for rocket fuel.",2,0,They'll scare your pants off!,2,20,27475
3461,lord of the flies,adventure drama thriller,1963,en,0,"When their plane crashes, 25 schoolboys find themselves trapped on a tropical island, miles from civilization.",15,13985225,No parents. No teachers. No rules... No mercy.,6,419,27475
3462,modern times,comedy,1936,en,1500000,The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,16,0,"He stands alone as the greatest entertainer of modern times! No one on earth can make you laugh as heartily or touch your heart as deeply...the whole world laughs, cries and thrills to his priceless genius!",8,2876,27475
3463,last resort,comedy,1994,en,1200000,"A sudden and mysterious inheritance brings Danny and his friends to Hobb Springs, a forgotten resort deep in the West Virginia hills. Hobb Springs is being looked after under the watchful care of Jackson and Sally, a socially awkward couple who introduce Danny to the long lost family he's never known. A clan by the name of Hillicker. But soon Danny learns his relatives have a different way of living, that for generations, the Hillickers have observed ancient traditions rooted in cannibalism and other taboo rituals.",47,0,,5,603,27475
3464,solar crisis,sci-fi thriller,1993,en,55000000,A huge solar flare is predicted to fry the Earth. Astronauts aboard the spaceship Helios must go to the Sun to drop a bomb equipped with an Artificial Intelligence and a Japanese pilot at the right time so the flare will point somewhere else.,5,0,"In the year 2050, the battle to save the earth will be fought on the sun.",4,23,27475
3465,that's life!,drama,1986,en,0,A wealthy architect struggles with a severe case of male menopause at the approach of his 60th birthday.,3,0,,5,15,27475
3466,heart and souls,comedy fantasy,1993,en,0,"A businessman is reunited with the four lost souls who were his guardian angels during childhood, all with a particular purpose to joining the afterlife.",10,16589540,The story of four souls who needed a body and one guy who needed some soul.,7,306,27475
3467,hud,drama western,1963,en,2500000,"Hud Bannon is a ruthless young man who tarnishes everything and everyone he touches. Hud represents the perfect embodiment of alienated youth, out for kicks with no regard for the consequences. There is bitter conflict between the callous Hud and his stern and highly principled father, Homer. Hud's nephew Lon admires Hud's cheating ways, though he soon becomes too aware of Hud's reckless amorality to bear him anymore. In the world of the takers and the taken, Hud is a winner. He's a cheat, but, he explains, ""I always say the law was meant to be interpreted in a lenient manner.""",12,10000000,The man with the barbed-wire soul.,7,205,27475
3468,"hustler, the",drama,1961,en,2000000,Fast Eddie Felson is a small-time pool hustler with a lot of talent but a self-destructive attitude. His bravado causes him to challenge the legendary Minnesota Fats to a high-stakes match.,13,7600000,They called him Fast Eddie. He was a winner. He was a loser. He was a hustler.,7,706,27475
3469,inherit the wind,drama,1960,en,0,"Schoolteacher Bertram Cates is arrested for teaching his students Darwin's theory of evolution. The case receives national attention and one of the newspaper reporters, E.K. Hornbeck, arranges to bring in renowned defense attorney and atheist Henry Drummond to defend Cates. The prosecutor, Matthew Brady is a former presidential candidate, famous evangelist, and old adversary of Drummond.",8,0,It’s all about the fabulous “Monkey Trial” that rocked America!,7,298,27475
3470,dersu uzala,adventure drama,1974,ru,4000000,"A military explorer meets and befriends a Goldi man in Russia’s unmapped forests. A deep and abiding bond evolves between the two men, one civilized in the usual sense, the other at home in the glacial Siberian woods.",11,0,Kurosawa's Academy Award Winning Masterpiece,8,342,27475
3471,close encounters of the third kind,drama sci-fi,1977,en,20000000,"After an encounter with UFOs, a line worker feels undeniably drawn to an isolated area in the wilderness where something spectacular is about to happen.",19,306889114,We are not alone,7,3280,27475
3472,horror hotel (a.k.a. the city of the dead),horror,1960,en,0,"Return to Horror Hotel is an anthology feature with 4 segments. One is about giant a bedbugs, one is about a magical charm that turns girls beautiful, one is about a WWII sailor who hasn't aged and one is about a terrorizing severed hand.",6,0,Buckle Up for a Wild Ride!,6,71,27475
3473,jonah who will be 25 in the year 2000,comedy,1976,fr,0,"The European equivalent of ""The Return of the Secaucus 7,"" this Swiss film looks at the lives of several men and women in their 30s as they confront the slim gains of the ""revolutionary"" sixties. Max, a dissatisfied copy editor; Myriam, a redhead into tantric sex; and Marie, a supermarket checker who gives unauthorized discounts to the elderly, search for renewed meaning on a communal farm. The title character, a six-year-old child, is the carrier of their hopes for the future.",1,0,,7,12,27475
3474,retroactive,sci-fi thriller,1997,en,0,A psychiatrist makes multiple trips through time to save a woman that was murdered by her brutal husband.,9,0,,6,133,27475
3475,"place in the sun, a",drama romance,1951,en,2300000,An ambitious young man wins an heiress's heart but has to cope with his former girlfriend's pregnancy.,10,7000000,Young people asking so much of life... taking so much of love!,7,270,27475
3476,jacob's ladder,horror mystery thriller,1990,en,25000000,"After returning home from the Vietnam War, veteran Jacob Singer struggles to maintain his sanity. Plagued by hallucinations and flashbacks, Singer rapidly falls apart as the world and people around him morph and twist into disturbing images. His girlfriend, Jezzie, and ex-wife, Sarah, try to help, but to little avail. Even Singer's chiropractor friend, Louis, fails to reach him as he descends into madness.",17,25965144,The most frightening thing about Jacob Singer's nightmare is that he isn't dreaming.,7,1167,27475
3477,empire records,comedy drama,1995,en,0,The employees of an independent music store learn about each other as they try anything to stop the store being absorbed by a large chain.,15,303,They're selling music but not selling out.,6,535,27475
3478,"bamba, la",drama,1987,en,6500000,"Los Angeles teenager Ritchie Valens becomes an overnight rock 'n' roll success in 1958, thanks to a love ballad called ""Donna"" that he wrote for his girlfriend. But as his star rises, Valens has conflicts with his jealous brother, Bob, and becomes haunted by a recurring nightmare of a plane crash just as he begins his first national tour alongside Buddy Holly.",24,54215416,Born into poverty. Destined for stardom. He lived the American dream.,7,530,27475
3479,ladyhawke,adventure fantasy romance,1985,en,20000000,"Captain Etienne Navarre is a man on whose shoulders lies a cruel curse. Punished for loving each other, Navarre must become a wolf by night whilst his lover, Lady Isabeau, takes the form of a hawk by day. Together, with the thief Philippe Gaston, they must try to overthrow the corrupt Bishop and in doing so break the spell.",17,18432000,No force in Heaven will release them. No power on Earth can save them.,7,885,27475
3480,lucas,drama,1986,es,0,"Lucas just lost his father and everything around him is starting to crumble. One day he meets Alvaro, who offers him money in exchange for some innocent pictures. Álvaro will use them to create fake accounts in social media to “just talk”, he assures, with underage girls. Desperate for money, Lucas takes the deal.",39,0,,5,17,27475
